index,gps_code,coordinates,longitude,latitude
3042,SNMY,"-46.856907, -23.48512",-46.856907,-23.48512
3043,SNMZ,"-52.23609924316406, -1.7414499521255493",-52.23609924316406,-1.7414499521255493
3044,SNNA,"-48.73777770996094, -1.5625",-48.73777770996094,-1.5625
3045,SNNB,"-46.29750061035156, -17.176944732666016",-46.29750061035156,-17.176944732666016
3046,SNNC,"-47.8930549621582, -2.8202779293060303",-47.8930549621582,-2.8202779293060303
3047,SNND,"-49.47269821166992, -18.935300827026367",-49.47269821166992,-18.935300827026367
3048,SNNE,"-43.02111053466797, -21.542221069335938",-43.02111053466797,-21.542221069335938
3049,SIPW,"-42.705555, -5.033611",-42.705555,-5.033611
3050,SNNH,"-43.797298431396484, -14.298500061035156",-43.797298431396484,-14.298500061035156
3051,SNNI,"-38.02166748046875, -12.5649995803833",-38.02166748046875,-12.5649995803833
3052,SNNJ,"-46.8386116027832, -14.217778205871582",-46.8386116027832,-14.217778205871582
3053,SNNK,"-43.415279388427734, -14.769444465637207",-43.415279388427734,-14.769444465637207
3054,SNNM,"-51.496665954589844, -25.566110610961914",-51.496665954589844,-25.566110610961914
3055,SNNN,"-45.997848, -15.989751",-45.997848,-15.989751
3056,SNNO,"-59.866390228271484, -14.063888549804688",-59.866390228271484,-14.063888549804688
3057,SNNP,"-52.16722106933594, -8.066944122314453",-52.16722106933594,-8.066944122314453
3058,SNNQ,"-54.7475, -23.03888889",-54.7475,-23.03888889
3059,SNNR,"-34.89777755737305, -8.111666679382324",-34.89777755737305,-8.111666679382324
3060,SNNS,"-43.68111038208008, -14.946110725402832",-43.68111038208008,-14.946110725402832
3061,SNNT,"-47.72869873046875, -19.198400497436523",-47.72869873046875,-19.198400497436523
3062,SNNU,"-40.329898834228516, -17.823299407958984",-40.329898834228516,-17.823299407958984
3063,SNNV,"-54.170833587646484, -16.570556640625",-54.170833587646484,-16.570556640625
3064,SNNX,"-61.349998474121094, -12.833333015441895",-61.349998474121094,-12.833333015441895
3065,SNNY,"-60.331111907958984, -13.280555725097656",-60.331111907958984,-13.280555725097656
3066,SNNZ,"-57.10388946533203, -22.123611450195312",-57.10388946533203,-22.123611450195312
3067,SNOA,"-44.1156005859375, -4.141109943389893",-44.1156005859375,-4.141109943389893
3068,SNOB,"-40.336802, -3.67889",-40.336802,-3.67889
3069,SNOC,"-41.1796989440918, -11.53439998626709",-41.1796989440918,-11.53439998626709
3070,SNOD,"-37.3224983215332, -11.421943664550781",-37.3224983215332,-11.421943664550781
3071,SNOE,"-42.167198181152344, -7.018889904022217",-42.167198181152344,-7.018889904022217
3072,SNOF,"-46.3932991027832, -22.297500610351562",-46.3932991027832,-22.297500610351562
3073,SNOG,"-35.41389846801758, -5.661210060119629",-35.41389846801758,-5.661210060119629
3074,SNOH,"-34.858612060546875, -7.564167022705078",-34.858612060546875,-7.564167022705078
3075,SNOI,"-58.1613883972168, -10.42638874053955",-58.1613883972168,-10.42638874053955
3076,SNOJ,"-56.388610839799995, -10.4166669846",-56.388610839799995,-10.4166669846
3077,SNOK,"-47.6511116027832, -2.3272221088409424",-47.6511116027832,-2.3272221088409424
3078,SNOL,"-56.216799, -9.969649",-56.216799,-9.969649
3079,SNOM,"-60.2206993103, -15.006699562099998",-60.2206993103,-15.006699562099998
3080,SNON,"-47.070556640625, -22.939167022705078",-47.070556640625,-22.939167022705078
3081,SNOO,"-55.61611, -13.35778",-55.61611,-13.35778
3082,SNOP,"-36.83359909057617, -10.267200469970703",-36.83359909057617,-10.267200469970703
3083,SNOQ,"-55.14250183105469, -23.598888397216797",-55.14250183105469,-23.598888397216797
3084,SNOR,"-46.85361099243164, -22.59694480895996",-46.85361099243164,-22.59694480895996
3085,SNOS,"-46.661800384521484, -20.732200622558594",-46.661800384521484,-20.732200622558594
3086,SNOT,"-59.88666534423828, -14.011667251586914",-59.88666534423828,-14.011667251586914
3087,SNOU,"-70.347221374512, -8.140832901001",-70.347221374512,-8.140832901001
3088,SNOV,"-36.29222106933594, -10.1225004196167",-36.29222106933594,-10.1225004196167
3089,SNOW,"-50.97222137451172, -21.982221603393555",-50.97222137451172,-21.982221603393555
3090,SNOX,"-55.83620071411133, -1.7140799760818481",-55.83620071411133,-1.7140799760818481
3091,SNOY,"-40.091800689697266, -7.876520156860352",-40.091800689697266,-7.876520156860352
3092,SNOZ,"-44.1213, -2.52097",-44.1213,-2.52097
3093,SNPA,"-44.601200103759766, -19.842599868774414",-44.601200103759766,-19.842599868774414
3094,SNPB,"-44.083900451660156, -6.666940212249756",-44.083900451660156,-6.666940212249756
3095,SNPC,"-41.52370071411133, -7.0620598793029785",-41.52370071411133,-7.0620598793029785
3096,SNPD,"-46.4911994934082, -18.672800064086914",-46.4911994934082,-18.672800064086914
3097,SNPE,"-36.55149841308594, -10.265899658203125",-36.55149841308594,-10.265899658203125
3098,SNPF,"-43.317779541015625, -5.591111183166504",-43.317779541015625,-5.591111183166504
3099,SNPG,"-51.4006004333, 0.866388976574",-51.4006004333,0.866388976574
3100,SNPH,"-44.145198822021484, -15.395899772644043",-44.145198822021484,-15.395899772644043
3101,SNPI,"-41.775001525878906, -13.00059986114502",-41.775001525878906,-13.00059986114502
3102,SNPJ,"-46.98270034790039, -18.909400939941406",-46.98270034790039,-18.909400939941406
3103,SNPK,"-49.14675, -26.821561",-49.14675,-26.821561
3104,SNPL,"-51.72888946533203, -21.256389617919922",-51.72888946533203,-21.256389617919922
3105,SNPM,"-41.58388889, -12.50055556",-41.58388889,-12.50055556
3106,SNPN,"-50.92583465576172, -21.030277252197266",-50.92583465576172,-21.030277252197266
3107,SNPO,"-45.02330017089844, -19.20330047607422",-45.02330017089844,-19.20330047607422
3108,SDGX,"-38.913689, -13.428781",-38.913689,-13.428781
3109,SNPQ,"-36.6377792358, -8.37416744232",-36.6377792358,-8.37416744232
3110,SNPR,"-35.616111755371094, -8.199722290039062",-35.616111755371094,-8.199722290039062
3111,SNPS,"-46.76240158081055, -15.260100364685059",-46.76240158081055,-15.260100364685059
3112,SNPT,"-44.50055694580078, -20.650556564331055",-44.50055694580078,-20.650556564331055
3113,SNPU,"-45.75170135498047, -21.559200286865234",-45.75170135498047,-21.559200286865234
3114,SNPV,"-50.557139, -30.692516",-50.557139,-30.692516
3115,SNPW,"-50.00055694580078, -8.833610534667969",-50.00055694580078,-8.833610534667969
3116,SNPX,"-44.86029815673828, -17.3169002532959",-44.86029815673828,-17.3169002532959
3117,SNPY,"-46.98320007324219, -20.948200225830078",-46.98320007324219,-20.948200225830078
3118,SNPZ,"-41.16722106933594, -16.067222595214844",-41.16722106933594,-16.067222595214844
3119,SNQA,"-47.862220764160156, -2.6405560970306396",-47.862220764160156,-2.6405560970306396
3120,SNQB,"-48.071388244628906, -3.168333053588867",-48.071388244628906,-3.168333053588867
3121,SNQC,"-46.650833, -23.561111",-46.650833,-23.561111
3122,SNQD,"-38.2333984375, -6.78543996811",-38.2333984375,-6.78543996811
3123,SNQE,"-49.84000015258789, -6.068889141082764",-49.84000015258789,-6.068889141082764
3124,SNQF,"-39.25583267211914, -3.220278024673462",-39.25583267211914,-3.220278024673462
3125,SNQG,"-43.077301025390625, -6.8463897705078125",-43.077301025390625,-6.8463897705078125
3126,SNQH,"-46.567035, -23.715128",-46.567035,-23.715128
3127,SNQI,"-57.34111022949219, -14.118056297302246",-57.34111022949219,-14.118056297302246
3128,SNQJ,"-55.40055465698242, -17.522777557373047",-55.40055465698242,-17.522777557373047
3129,SNQK,"-34.983333587646484, -8.43722152709961",-34.983333587646484,-8.43722152709961
3130,SNQL,"-57.34638977050781, -15.734999656677246",-57.34638977050781,-15.734999656677246
3131,SNQM,"-39.62055587768555, -10.988332748413086",-39.62055587768555,-10.988332748413086
3132,SNQN,"-52.569736, -13.15562",-52.569736,-13.15562
3133,SSNK,"-56.530562, -20.410992",-56.530562,-20.410992
3134,SNQP,"-50.23030090332031, -20.5674991607666",-50.23030090332031,-20.5674991607666
3135,SNQQ,"-41.776390075683594, -22.389999389648438",-41.776390075683594,-22.389999389648438
3136,SNQR,"-57.233333587646484, -16.7277774810791",-57.233333587646484,-16.7277774810791
3137,SNQS,"-54.030555725097656, -22.304443359375",-54.030555725097656,-22.304443359375
3138,SNQT,"-53.47972106933594, -23.795833587646484",-53.47972106933594,-23.795833587646484
3139,SNQU,"-41.44409942626953, -13.031200408935547",-41.44409942626953,-13.031200408935547
3140,SNQV,"-44.457000732421875, -18.749399185180664",-44.457000732421875,-18.749399185180664
3141,SNQW,"-57.739871, -7.564736",-57.739871,-7.564736
3142,SNQX,"-38.98759841918945, -4.97907018661499",-38.98759841918945,-4.97907018661499
3143,SNQY,"-47.795276641799994, -21.229444503799996",-47.795276641799994,-21.229444503799996
3144,SNQZ,"-55.570556640625, -22.842777252197266",-55.570556640625,-22.842777252197266
3145,SNRA,"-46.352779, -19.72611",-46.352779,-19.72611
3146,SNRB,"-56.10749816894531, -4.315209865570068",-56.10749816894531,-4.315209865570068
3147,SNRC,"-49.33222198486328, -25.50777816772461",-49.33222198486328,-25.50777816772461
3148,SNRD,"-39.27119827270508, -17.29669952392578",-39.27119827270508,-17.29669952392578
3149,SNRE,"-43.871498107910156, -12.682700157165527",-43.871498107910156,-12.682700157165527
3150,SNRF,"-46.938558, -23.175832",-46.938558,-23.175832
3151,SNRG,"-43.19111251831055, -22.955278396606445",-43.19111251831055,-22.955278396606445
3152,SNRH,"-45.87220001220703, -21.039400100708008",-45.87220001220703,-21.039400100708008
3153,SNRI,"-46.05583190917969, -23.79777717590332",-46.05583190917969,-23.79777717590332
3154,SNRJ,"-42.83388900756836, -3.6669440269470215",-42.83388900756836,-3.6669440269470215
3155,SNRL,"-47.324642, -22.759016",-47.324642,-22.759016
3156,SNRM,"-42.11722183227539, -9.650278091430664",-42.11722183227539,-9.650278091430664
3157,SNRN,"-49.97111129760742, -21.808889389038086",-49.97111129760742,-21.808889389038086
3158,SNRO,"-48.018890380859375, -22.31333351135254",-48.018890380859375,-22.31333351135254
3159,SNRP,"-46.2406005859375, -19.212499618530273",-46.2406005859375,-19.212499618530273
3160,SNRQ,"-57.37944412231445, -6.1041669845581055",-57.37944412231445,-6.1041669845581055
3161,SNRR,"-50.163299560546875, -4.151309967041016",-50.163299560546875,-4.151309967041016
3162,SNRS,"-38.008201599121094, -4.947269916534424",-38.008201599121094,-4.947269916534424
3163,SNRT,"-48.944698333740234, -19.333099365234375",-48.944698333740234,-19.333099365234375
3164,SNRU,"-36.01350021362305, -8.282389640808105",-36.01350021362305,-8.282389640808105
3165,SNRV,"-49.463890075683594, -6.882778167724609",-49.463890075683594,-6.882778167724609
3166,SNRW,"-48.6349983215332, -9.907221794128418",-48.6349983215332,-9.907221794128418
3167,SNRX,"-46.6338996887207, -7.350279808044434",-46.6338996887207,-7.350279808044434
3168,SNRY,"-43.934722900390625, -19.97249984741211",-43.934722900390625,-19.97249984741211
3169,SNRZ,"-44.8653, -20.7146",-44.8653,-20.7146
3170,SNSA,"-46.703887939453125, -17.608610153198242",-46.703887939453125,-17.608610153198242
3171,SNSB,"-44.844722747802734, -2.70444393157959",-44.844722747802734,-2.70444393157959
3172,SNSC,"-47.42219924926758, -19.89310073852539",-47.42219924926758,-19.89310073852539
3173,SNSD,"-45.71444320678711, -12.91944408416748",-45.71444320678711,-12.91944408416748
3174,SNSE,"-41.84111022949219, -9.741389274597168",-41.84111022949219,-9.741389274597168
3175,SWER,"-57.101212, -21.358627",-57.101212,-21.358627
3176,SNSG,"-39.13639831542969, -8.047160148620605",-39.13639831542969,-8.047160148620605
3177,SNSH,"-54.73139953613281, -2.5744400024414062",-54.73139953613281,-2.5744400024414062
3178,SNSI,"-42.46611022949219, -18.198610305786133",-42.46611022949219,-18.198610305786133
3179,SNSJ,"-58.573333740234375, -13.529722213745117",-58.573333740234375,-13.529722213745117
3180,SJXI,"-45.6394, -22.2733",-45.6394,-22.2733
3181,SNSL,"-53.814701080322266, 0.3411110043525696",-53.814701080322266,0.3411110043525696
3182,SNSM,"-47.33470153808594, -0.6956639885902405",-47.33470153808594,-0.6956639885902405
3183,SNSN,"-42.68, -9.03",-42.68,-9.03
3184,SNSO,"-43.42409896850586, -18.60849952697754",-43.42409896850586,-18.60849952697754
3185,SNSP,"-45.620277404785156, -21.944721221923828",-45.620277404785156,-21.944721221923828
3186,SNSQ,"-46.696388244599994, -23.6102771759",-46.696388244599994,-23.6102771759
3187,SNSR,"-46.97869873046875, -17.54789924621582",-46.97869873046875,-17.54789924621582
3188,SNSS,"-42.321998596191406, -16.20829963684082",-42.321998596191406,-16.20829963684082
3189,SNST,"-41.64070129394531, -12.097299575805664",-41.64070129394531,-12.097299575805664
3190,SNSU,"-49.16222381591797, -6.881111145019531",-49.16222381591797,-6.881111145019531
3191,SNSV,"-54.07749938964844, -23.661666870117188",-54.07749938964844,-23.661666870117188
3192,SNSW,"-48.520999908447266, -0.6994310021400452",-48.520999908447266,-0.6994310021400452
3193,SNDS,"-51.255308, -20.357312",-51.255308,-20.357312
3194,SNSY,"-56.49611282348633, -20.94499969482422",-56.49611282348633,-20.94499969482422
3195,SNSZ,"-55.619720458984375, -21.35555648803711",-55.619720458984375,-21.35555648803711
3196,SNTA,"-50.116390228271484, -21.868610382080078",-50.116390228271484,-21.868610382080078
3197,SNTB,"-37.61888885498047, -7.723610877990723",-37.61888885498047,-7.723610877990723
3198,SNTC,"-42.719722747802734, -5.159999847412109",-42.719722747802734,-5.159999847412109
3199,SNTD,"-46.5010986328125, -16.586200714111328",-46.5010986328125,-16.586200714111328
3200,SNTE,"-47.306111, -23.342778",-47.306111,-23.342778
3201,SNTF,"-39.66849899292, -17.524499893188",-39.66849899292,-17.524499893188
3202,SNTG,"-41.00027847290039, -8.610555648803711",-41.00027847290039,-8.610555648803711
3203,SNTH,"-45.033333, -3.211666",-45.033333,-3.211666
3204,SNTI,"-55.514400482177734, -1.867169976234436",-55.514400482177734,-1.867169976234436
3205,SNTJ,"-56.087501525878906, -4.291388988494873",-56.087501525878906,-4.291388988494873
3206,SNTK,"-47.48310089111328, -18.717199325561523",-47.48310089111328,-18.717199325561523
3207,SNTL,"-40.37459945678711, -4.857830047607422",-40.37459945678711,-4.857830047607422
3208,SNTM,"-42.733890533447266, -17.233888626098633",-42.733890533447266,-17.233888626098633
3209,SNTN,"-46.856024, -23.484847",-46.856024,-23.484847
3210,SNTO,"-41.51359939575195, -17.89229965209961",-41.51359939575195,-17.89229965209961
3211,SNTP,"-48.75194549560547, -2.525278091430664",-48.75194549560547,-2.525278091430664
3212,SNTQ,"-43.654701232910156, -10.724200248718262",-43.654701232910156,-10.724200248718262
3213,SNTR,"-40.569499969499994, -11.7381000519",-40.569499969499994,-11.7381000519
3214,SNTS,"-37.2515983581543, -7.038990020751953",-37.2515983581543,-7.038990020751953
3215,SNTT,"-45.107601165771484, -18.75819969177246",-45.107601165771484,-18.75819969177246
3216,SNTU,"-45.450557708740234, -1.7669440507888794",-45.450557708740234,-1.7669440507888794
3217,SNTV,"-41.65409851074219, -15.65530014038086",-41.65409851074219,-15.65530014038086
3218,SNTX,"-44.904998779296875, -1.3019440174102783",-44.904998779296875,-1.3019440174102783
3219,SNTY,"-44.61722183227539, -13.380556106567383",-44.61722183227539,-13.380556106567383
3220,SNTZ,"-39.04472351074219, -16.407222747802734",-39.04472351074219,-16.407222747802734
3221,SNUB,"-42.881900787353516, -21.121000289916992",-42.881900787353516,-21.121000289916992
3222,SNUC,"-36.960899353027344, -5.595049858093262",-36.960899353027344,-5.595049858093262
3223,SNUD,"-43.386390686035156, -3.1997220516204834",-43.386390686035156,-3.1997220516204834
3224,SNUE,"-53.639973, -30.18543",-53.639973,-30.18543
3225,SNUF,"-47.852500915527344, -19.524444580078125",-47.852500915527344,-19.524444580078125
3226,SNUG,"-59.622779846200004, -14.9555559158",-59.622779846200004,-14.9555559158
3227,SNUH,"-45.992801666300004, -20.438600540200003",-45.992801666300004,-20.438600540200003
3228,SNUI,"-42.045101165771484, -16.85260009765625",-42.045101165771484,-16.85260009765625
3229,SNUJ,"-39.872222900390625, -8.781944274902344",-39.872222900390625,-8.781944274902344
3230,SNUK,"-45.48638916015625, -17.0352783203125",-45.48638916015625,-17.0352783203125
3231,SNUL,"-53.35333251953125, -21.452499389648438",-53.35333251953125,-21.452499389648438
3232,SNUM,"-37.29111099243164, -7.486944198608398",-37.29111099243164,-7.486944198608398
3233,SNUN,"-46.92770004272461, -16.35650062561035",-46.92770004272461,-16.35650062561035
3234,SNUP,"-36.22249984741211, -9.802778244018555",-36.22249984741211,-9.802778244018555
3235,SNUQ,"-46.65533, -23.57404",-46.65533,-23.57404
3236,SNUS,"-47.7783317565918, -19.940832138061523",-47.7783317565918,-19.940832138061523
3237,SNUT,"-41.074501037597656, -12.105500221252441",-41.074501037597656,-12.105500221252441
3238,SNUU,"-39.49444580078125, -9.835000038146973",-39.49444580078125,-9.835000038146973
3239,SNUV,"-52.74027633666992, -22.216943740844727",-52.74027633666992,-22.216943740844727
3240,SNUW,"-37.28944396972656, -8.057499885559082",-37.28944396972656,-8.057499885559082
3241,SNUX,"-53.30694580078125, -21.404722213745117",-53.30694580078125,-21.404722213745117
3242,SNUY,"-46.428611755371094, -15.631667137145996",-46.428611755371094,-15.631667137145996
3243,SNUZ,"-36.18777847290039, -10.09333324432373",-36.18777847290039,-10.09333324432373
3244,SNVA,"-50.63166809082031, -7.987500190734863",-50.63166809082031,-7.987500190734863
3245,SNVB,"-38.992401, -13.2965",-38.992401,-13.2965
3246,SNVC,"-42.84194564819336, -20.744722366333008",-42.84194564819336,-20.744722366333008
3247,SNVD,"-44.217201232910156, -13.40060043334961",-44.217201232910156,-13.40060043334961
3248,SNVF,"-43.223609924316406, -22.899444580078125",-43.223609924316406,-22.899444580078125
3249,SNVG,"-48.2338981628418, -20.033899307250977",-48.2338981628418,-20.033899307250977
3250,SNVH,"-58.13833236694336, -16.168611526489258",-58.13833236694336,-16.168611526489258
3251,SNVI,"-45.26919937133789, -21.790599822998047",-45.26919937133789,-21.790599822998047
3252,SNVJ,"-58.793331146240234, -15.25333309173584",-58.793331146240234,-15.25333309173584
3253,SNVK,"-52.36888885498047, -20.501388549804688",-52.36888885498047,-20.501388549804688
3254,SNVL,"-42.38750076293945, -16.773889541625977",-42.38750076293945,-16.773889541625977
3255,SNVM,"-52.7672233581543, -20.664443969726562",-52.7672233581543,-20.664443969726562
3256,SNVN,"-50.752220153808594, -21.303333282470703",-50.752220153808594,-21.303333282470703
